bin	CHR	START	END	SRR089377	SRR053605	SRR089397	SRR054614	SRR089402	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053611	SRR053602	SRR054610
14	chr1	8188000	8698749	0.962292609351	0.968434343434	1.05983889528	0.880733944954	2.64016309888	0.976878612717	0.951960784314	0.781345565749	1.12769230769	0.816143497758	2.83126293996	0.846153846154	1.2299270073	0.709005376344	1.13157894737	2.07823129252	1.05555555556	1.05481283422	0.757142857143
15	chr1	8698748	9208394	0.871794871795	1.08080808081	0.963176064442	0.683995922528	2.0621814475	0.953179190751	1.00392156863	0.669724770642	0.975384615385	0.705829596413	1.86438923395	0.698380566802	1.36678832117	0.763440860215	1.14673046252	2.09183673469	0.988888888889	0.951871657754	0.743452380952
16	chr1	9208393	9715415	0.897435897436	0.934343434343	1.11622554661	0.574923547401	2.75127420999	1.00346820809	0.986274509804	0.674311926606	1.05538461538	0.639461883408	1.96997929607	0.847165991903	1.0	0.551075268817	1.12918660287	2.01020408163	0.973737373737	0.885026737968	0.597023809524
17	chr1	9715414	10226258	0.884364002011	0.794191919192	1.01265822785	0.753822629969	2.81345565749	0.724855491329	0.862745098039	0.869266055046	0.935384615385	0.655605381166	2.49689440994	0.972672064777	1.19890510949	0.5625	1.07655502392	2.0425170068	0.893939393939	0.994652406417	0.685714285714
18	chr1	10226257	10733853	0.87732528909	0.97601010101	0.970655926352	0.689092762487	2.29051987768	0.936416184971	0.997058823529	0.824923547401	0.972307692308	0.72735426009	1.83022774327	0.901821862348	1.18065693431	0.645161290323	1.02791068581	2.27721088435	0.928282828283	0.959893048128	0.629166666667
19	chr1	10733852	11245931	1.06787330317	0.84595959596	1.07825086306	0.577981651376	2.4495412844	0.838728323699	1.06470588235	0.557339449541	1.04153846154	0.617937219731	2.10973084886	0.859311740891	1.23722627737	0.680779569892	1.15231259968	1.85034013605	0.877777777778	1.16711229947	0.555357142857
20	chr1	11245930	11752600	1.14027149321	1.00883838384	1.33544303797	0.64373088685	2.44750254842	1.13352601156	1.07254901961	0.913608562691	1.09230769231	0.704035874439	2.03726708075	0.988866396761	1.17153284672	0.792338709677	1.1307814992	2.2619047619	1.0303030303	1.31818181818	0.755952380952
21	chr1	11752599	12261436	1.2327802916	1.09217171717	1.17836593786	0.703363914373	2.82161060143	1.08959537572	1.33235294118	0.635321100917	1.40307692308	0.689686098655	1.97619047619	1.02834008097	1.16605839416	0.735215053763	1.2288676236	2.40136054422	0.993939393939	1.08155080214	0.748214285714
22	chr1	12261435	12768034	1.12267471091	0.930555555556	1.20368239356	0.707951070336	2.26911314985	1.05838150289	1.09215686275	0.853211009174	0.955384615385	0.620627802691	2.22463768116	1.0455465587	1.29927007299	0.679435483871	0.960127591707	2.24149659864	1.04343434343	0.989304812834	0.781547619048
24	chr1	14105976	14613679	1.17546505782	1.2803030303	1.04660529344	0.847604485219	2.3873598369	1.10404624277	1.28529411765	0.988532110092	1.45384615385	0.740807174888	2.01966873706	0.735829959514	1.40328467153	0.865591397849	1.41547049442	2.42857142857	0.935353535354	0.955882352941	1.0625
25	chr1	14613678	15124250	1.29864253394	1.14015151515	1.17318757192	0.782364933741	3.01732925586	1.24739884393	1.22549019608	1.08333333333	1.13846153846	0.913901345291	2.7619047619	0.686234817814	1.41423357664	1.09677419355	1.37958532695	3.07482993197	1.27373737374	1.3422459893	0.872023809524
26	chr1	15124249	15630127	1.12418300654	1.31313131313	1.09321058688	0.958205912334	1.9622833843	1.41849710983	1.39803921569	0.847094801223	1.23076923077	0.8	2.51966873706	0.961538461538	1.61678832117	0.877688172043	1.60925039872	2.92346938776	1.36868686869	1.14572192513	0.958928571429
27	chr1	15630126	16139675	0.872800402212	0.935606060606	1.02589182969	0.67380224261	2.39143730887	1.0	1.13333333333	0.628440366972	1.16153846154	0.752466367713	2.04554865424	0.908906882591	1.02372262774	0.643817204301	1.06618819777	2.08503401361	0.968686868687	0.894385026738	0.68869047619
28	chr1	16139674	16653400	0.949220713927	0.924242424242	0.905063291139	0.544852191641	2.13353720693	1.01387283237	0.969607843137	0.611620795107	0.969230769231	0.661883408072	1.58799171843	0.801619433198	0.983576642336	0.863575268817	0.928229665072	2.00680272109	0.935353535354	0.786096256684	0.675
30	chr1	17400192	17907077	1.15384615385	1.3648989899	1.24050632911	0.74006116208	1.2996941896	1.12196531792	1.16862745098	0.674311926606	1.17538461538	0.858295964126	1.21118012422	0.821862348178	1.35218978102	0.852822580645	1.28149920255	1.30782312925	1.08383838384	1.1550802139	0.721428571429
31	chr1	17907076	18409619	1.30718954248	1.06439393939	1.06329113924	0.823139653415	1.17329255861	1.59190751445	1.24509803922	0.806574923547	1.41846153846	0.995515695067	1.24534161491	1.01113360324	1.51824817518	0.934139784946	1.31419457735	1.17006802721	1.18282828283	1.0935828877	0.693452380952
32	chr1	18409618	18913931	1.09502262443	1.21717171717	1.04890678941	0.96381243629	0.864424057085	1.43063583815	1.23333333333	0.79128440367	1.10615384615	0.941704035874	1.32505175983	1.12449392713	1.44160583942	1.04166666667	1.30861244019	1.21428571429	1.09494949495	1.35026737968	0.76369047619
33	chr1	18913930	19417382	1.28858722976	1.07702020202	1.06271576525	0.855249745158	1.09582059123	1.06242774566	1.12450980392	0.727828746177	0.952307692308	0.809865470852	1.13457556936	0.912955465587	0.976277372263	0.71438172043	1.22488038278	1.09353741497	1.13333333333	0.820855614973	0.698214285714
34	chr1	19417381	19925179	0.988436400201	1.3648989899	1.04890678941	0.809887869521	1.23445463812	1.25202312139	1.14901960784	0.909021406728	1.25230769231	0.879820627803	1.12732919255	0.978744939271	1.28284671533	0.773521505376	1.15709728868	1.42517006803	0.931313131313	0.963903743316	0.783928571429
35	chr1	19925178	20432446	0.924082453494	0.911616161616	1.15132336018	0.795616717635	1.59429153925	1.15260115607	0.910784313725	0.748470948012	1.05538461538	0.792825112108	1.19151138716	0.934210526316	1.21350364964	0.655913978495	1.01275917065	1.10884353741	1.18787878788	1.11229946524	0.807142857143
36	chr1	20432445	20937181	1.03117144294	0.933080808081	1.25776754891	0.852191641182	1.80937818552	1.29595375723	1.17156862745	0.851681957187	1.06615384615	1.02062780269	1.23913043478	1.10526315789	1.35948905109	0.951612903226	1.15470494418	1.65986394558	1.18181818182	1.28877005348	0.961904761905
37	chr1	20937180	21451136	1.00452488688	0.80303030303	1.09378596087	0.540265035678	1.14373088685	0.839306358382	0.982352941176	0.60626911315	0.843076923077	0.684304932735	1.21221532091	0.929149797571	1.02372262774	0.58064516129	0.933811802233	1.19217687075	0.841414141414	0.906417112299	0.640476190476
38	chr1	21451135	21981275	0.915032679739	0.911616161616	1.11219792865	0.631498470948	0.964322120285	1.13294797688	1.06274509804	0.686544342508	1.21846153846	0.815246636771	0.835403726708	1.02834008097	1.20072992701	0.795698924731	1.0653907496	1.16836734694	0.937373737374	0.974598930481	0.835714285714
39	chr1	21981274	22504648	1.08345902464	0.954545454545	1.00287686997	0.64373088685	1.17125382263	0.978612716763	1.00980392157	0.776758409786	0.930769230769	0.598206278027	0.91718426501	0.771255060729	1.13868613139	0.662634408602	0.911483253589	1.04931972789	0.918181818182	0.970588235294	0.702976190476
40	chr1	22504647	23007163	0.964303670186	0.839646464646	1.26524741082	0.791539245668	1.17023445464	1.2450867052	1.31470588235	0.77370030581	1.09538461538	0.920179372197	0.991718426501	1.12145748988	1.33576642336	1.01411290323	1.33094098884	1.23639455782	1.06363636364	1.28342245989	0.783928571429
41	chr1	23007162	23513046	0.975364504776	1.04419191919	1.01035673188	0.65749235474	1.05708460754	0.840462427746	0.904901960784	0.781345565749	0.986153846154	0.729147982063	1.10973084886	1.0020242915	1.32299270073	0.645161290323	0.97288676236	0.91156462585	1.08686868687	0.929144385027	0.641666666667
42	chr1	23513045	24023117	0.807440925088	1.00505050505	1.16168009206	0.885830784913	1.34250764526	1.03757225434	1.14509803922	0.75993883792	1.00153846154	0.801793721973	0.965838509317	1.07085020243	1.37591240876	0.789650537634	1.18979266348	1.01530612245	1.12828282828	1.11631016043	0.715476190476
43	chr1	24023116	24539573	1.08597285068	1.14393939394	1.04775604143	0.821610601427	1.25688073394	1.02832369942	1.10490196078	0.705657492355	1.12	0.851121076233	0.768115942029	1.18117408907	1.28832116788	0.756720430108	1.24960127592	1.00340136054	1.11313131313	1.11497326203	0.699404761905
44	chr1	24539572	25046511	1.05480140774	1.03282828283	1.12715765247	0.795616717635	1.23241590214	1.13930635838	1.06274509804	0.80504587156	1.19538461538	0.92197309417	1.02795031056	1.12753036437	1.24817518248	0.721102150538	1.14274322169	1.62755102041	1.14949494949	1.19117647059	0.902976190476
45	chr1	25046510	25557511	0.97033685269	1.03156565657	1.07652474108	0.622833843017	1.24260958206	0.917341040462	0.973529411765	0.886085626911	0.944615384615	0.703139013453	1.11387163561	1.04251012146	1.16423357664	0.793682795699	1.12360446571	1.42346938776	0.820202020202	1.05347593583	0.747023809524
47	chr1	26141530	26646792	0.990447461036	0.911616161616	1.10069044879	0.660550458716	1.32823649337	0.961849710983	1.12941176471	0.699541284404	1.04923076923	0.736322869955	1.22670807453	1.02935222672	1.3503649635	0.690188172043	0.869218500797	1.32482993197	1.01818181818	1.16978609626	0.721428571429
48	chr1	26646791	27164189	0.88838612368	1.0946969697	0.993670886076	0.795107033639	1.34454638124	0.832947976879	0.991176470588	0.679663608563	1.12461538462	0.657399103139	1.30434782609	1.0991902834	1.14598540146	0.757392473118	1.18022328549	1.20918367347	1.0	1.01336898396	0.743452380952
49	chr1	27164188	27676574	0.920563097034	0.718434343434	0.818181818182	0.719673802243	1.33944954128	0.916184971098	1.00098039216	0.672018348624	1.05538461538	0.807174887892	1.21739130435	0.944331983806	1.0200729927	0.744623655914	1.06858054226	1.01360544218	0.986868686869	0.946524064171	0.685119047619
50	chr1	27676573	28188287	0.965811965812	1.11742424242	0.879746835443	0.853211009174	1.75127420999	1.06936416185	1.06568627451	0.669724770642	0.992307692308	0.765919282511	1.37060041408	1.03542510121	1.33941605839	0.82997311828	1.03668261563	1.18027210884	0.881818181818	1.17513368984	0.740476190476
51	chr1	28188286	28698553	0.898441427853	0.758838383838	1.06386651323	0.70744138634	1.46483180428	0.831791907514	0.888235294118	0.55122324159	0.855384615385	0.725560538117	0.898550724638	0.738866396761	1.00364963504	0.647177419355	1.11323763955	1.00340136054	0.918181818182	1.00267379679	0.686904761905
52	chr1	28698552	29211502	0.803921568627	0.931818181818	0.908515535098	0.718654434251	1.18144750255	0.884393063584	0.879411764706	0.706422018349	0.924615384615	0.772197309417	1.01552795031	0.907894736842	1.14233576642	0.604838709677	1.07814992026	1.20238095238	0.910101010101	0.77807486631	0.816071428571
53	chr1	29211501	29719720	0.91804927099	0.881313131313	0.861910241657	0.615188583078	1.10193679918	0.898265895954	1.00098039216	0.769877675841	0.938461538462	0.564125560538	1.35093167702	1.20951417004	1.26459854015	0.649865591398	1.0374800638	1.10204081633	0.920202020202	0.922459893048	0.635714285714
55	chr1	30377771	30884697	1.04374057315	1.14898989899	1.18814729574	0.729357798165	1.26503567788	1.12312138728	1.01274509804	0.654434250765	1.14	0.648430493274	1.12215320911	0.955465587045	1.27737226277	0.842069892473	1.07894736842	1.00850340136	0.954545454545	1.21390374332	0.775
56	chr1	30884696	31404558	1.03368526898	0.862373737374	1.28481012658	0.711518858308	1.71355759429	1.35028901734	1.0431372549	0.811926605505	1.10769230769	0.821524663677	1.18530020704	1.00303643725	1.23540145985	0.710349462366	1.40111642743	1.31802721088	1.24545454545	1.21256684492	1.00773809524
57	chr1	31404557	31912352	0.957264957265	0.890151515152	1.05350978136	0.806829765545	1.40163098879	0.978034682081	1.02450980392	0.830275229358	1.00307692308	0.820627802691	0.845755693582	0.88967611336	1.23175182482	0.60685483871	1.0326953748	1.09523809524	1.30808080808	0.893048128342	0.855357142857
58	chr1	31912351	32419825	0.994469582705	1.01893939394	0.964326812428	0.732415902141	0.996941896024	1.24161849711	1.08137254902	1.09327217125	1.01384615385	0.943497757848	1.21118012422	1.1032388664	1.40145985401	0.933467741935	1.21052631579	1.38095238095	1.1202020202	1.28342245989	0.902380952381
59	chr1	32419824	32930737	1.13071895425	0.877525252525	1.04775604143	0.648827726809	1.03975535168	1.20289017341	1.09117647059	0.840978593272	1.00153846154	1.02062780269	0.793995859213	0.977732793522	1.17518248175	0.579301075269	1.03349282297	1.0119047619	1.10909090909	1.2192513369	0.820833333333
60	chr1	32930736	33441909	0.980894922071	0.80303030303	1.00057537399	0.686544342508	1.04485219164	0.896531791908	0.971568627451	0.614678899083	1.15846153846	0.770403587444	1.2867494824	1.03340080972	1.21715328467	0.641801075269	0.755980861244	1.36054421769	0.990909090909	1.05213903743	0.818452380952
61	chr1	33441908	33954298	1.00703871292	1.12373737374	1.01841196778	0.644750254842	0.945973496432	1.13526011561	1.09117647059	0.786697247706	1.05230769231	0.813452914798	1.39440993789	0.974696356275	1.23722627737	0.770161290323	1.14433811802	1.14795918367	0.994949494949	1.0307486631	0.803571428571
62	chr1	33954297	34468072	1.07139265963	1.22348484848	0.993670886076	0.705912334353	1.20897043833	1.40346820809	1.17941176471	0.954128440367	1.18923076923	0.799103139013	1.28571428571	1.02226720648	1.35583941606	0.899865591398	1.29505582137	1.02040816327	1.30808080808	1.12299465241	0.873214285714
63	chr1	34468071	34983477	1.11764705882	1.19065656566	1.27330264672	0.724770642202	1.37308868502	1.21676300578	1.16176470588	0.980122324159	1.07538461538	0.774887892377	1.40062111801	1.15587044534	1.52737226277	0.819892473118	1.45693779904	1.37755102041	1.32121212121	1.45721925134	0.759523809524
64	chr1	34983476	35499924	1.02111613876	1.08207070707	1.18411967779	0.94495412844	1.35168195719	1.23005780347	1.2362745098	0.79128440367	0.92	1.04843049327	1.36645962733	1.22368421053	1.22810218978	0.906586021505	1.31578947368	1.3537414966	1.02121212121	1.11096256684	1.06011904762
65	chr1	35499923	36013258	1.0467571644	0.972222222222	0.991944764097	0.564729867482	1.09276248726	1.07341040462	1.16568627451	0.785932721713	0.903076923077	0.749775784753	1.23602484472	0.914979757085	1.24452554745	0.537634408602	1.0677830941	1.00850340136	0.940404040404	0.882352941176	0.597619047619
66	chr1	36013257	36519334	1.03016591252	0.873737373737	0.979861910242	0.782874617737	1.1997961264	1.06647398844	0.879411764706	0.744648318043	0.9	0.599103139013	1.15527950311	0.987854251012	1.06934306569	0.813172043011	0.842105263158	1.15306122449	0.833333333333	1.3114973262	0.798214285714
67	chr1	36519333	37027915	0.99245852187	0.95202020202	1.0747986191	0.782364933741	1.54434250765	1.11849710983	1.19411764706	0.70871559633	1.08615384615	0.887892376682	1.19254658385	0.779352226721	1.18430656934	0.650537634409	1.1307814992	1.46088435374	1.06868686869	1.11363636364	0.743452380952
68	chr1	37027914	37531910	1.10809451986	1.12752525253	1.21806674338	0.725280326198	1.9745158002	1.25375722543	1.26568627451	0.795871559633	0.970769230769	0.896860986547	1.11387163561	1.07894736842	1.29379562044	1.07594086022	1.57575757576	1.10884353741	0.887878787879	1.26470588235	1.01964285714
69	chr1	37531909	38045441	1.1452991453	1.15656565657	1.30667433832	0.785423037717	1.68093781855	1.18901734104	1.04117647059	0.779816513761	1.00923076923	0.859192825112	1.0	1.27732793522	1.35766423358	0.783602150538	1.24082934609	1.31632653061	0.947474747475	1.16577540107	0.725595238095
70	chr1	38045440	38555729	0.794369029663	1.18181818182	1.05235903337	0.697757390418	1.44852191641	1.09884393064	1.00490196078	0.649082568807	0.949230769231	0.733632286996	0.859213250518	0.951417004049	1.28467153285	0.736559139785	0.97687400319	1.12244897959	0.951515151515	0.878342245989	0.677380952381
71	chr1	38555728	39061874	1.16390145802	0.914141414141	1.09608745685	0.638634046891	1.58002038736	1.12080924855	0.840196078431	0.963302752294	1.04615384615	0.759641255605	1.5817805383	1.13360323887	1.19525547445	0.777553763441	1.33094098884	1.31802721088	0.865656565657	1.03609625668	0.676785714286
72	chr1	39061873	39575584	0.949723479135	0.921717171717	1.15132336018	0.782874617737	1.25688073394	1.03583815029	0.980392156863	0.862385321101	0.998461538462	0.85201793722	1.06314699793	1.06781376518	1.08941605839	0.834005376344	1.12121212121	1.04931972789	0.993939393939	0.891711229947	0.846428571429
73	chr1	39575583	40098363	1.03971845148	0.786616161616	1.17663981588	0.56880733945	1.49133537207	1.04566473988	0.933333333333	0.731651376147	1.07384615385	0.773094170404	0.860248447205	1.03137651822	1.30839416058	0.706317204301	1.0956937799	0.858843537415	1.07474747475	1.01336898396	0.731547619048
74	chr1	40098362	40623237	1.05781799899	0.969696969697	1.23187571922	0.718144750255	1.28644240571	1.26531791908	0.933333333333	0.813455657492	1.03076923077	0.817040358744	1.22360248447	1.01923076923	0.954379562044	0.754704301075	0.929824561404	1.39285714286	1.07373737374	1.10962566845	0.891666666667
75	chr1	40623236	41139478	0.976370035194	0.873737373737	0.977560414269	0.694699286442	1.29153924567	1.00462427746	1.12941176471	0.661314984709	0.9	0.754260089686	0.727743271222	0.976720647773	1.06204379562	0.713709677419	1.0677830941	1.50170068027	1.05555555556	1.11898395722	0.667857142857
76	chr1	41139477	41652605	0.92559074912	0.977272727273	1.19792865362	0.915392456677	1.26707441386	1.08843930636	1.06470588235	0.960244648318	1.09538461538	0.779372197309	0.996894409938	1.10425101215	1.39233576642	0.758064516129	1.00558213716	1.56632653061	1.10303030303	1.04144385027	0.710714285714
77	chr1	41652604	42160098	1.069884364	1.16414141414	1.01841196778	0.835372069317	1.46075433231	1.31791907514	0.989215686275	1.01987767584	0.983076923077	0.922869955157	1.15217391304	0.885627530364	1.33394160584	0.947580645161	1.46172248804	1.34863945578	1.20505050505	1.29010695187	0.764285714286
78	chr1	42160097	42672731	1.05781799899	1.18308080808	1.05753739931	0.818552497452	1.18858307849	1.34335260116	1.26960784314	1.14525993884	1.42461538462	0.909417040359	1.13561076605	1.20647773279	1.51642335766	0.790322580645	1.40669856459	1.33163265306	1.17373737374	1.30614973262	0.995833333333
79	chr1	42672730	43185038	1.12518853695	0.984848484848	1.12600690449	0.690621814475	1.54128440367	0.990751445087	0.941176470588	0.672782874618	1.27384615385	0.656502242152	1.1397515528	1.19230769231	1.27554744526	0.532258064516	1.28867623604	1.05782312925	1.10202020202	1.05080213904	0.707738095238
80	chr1	43185037	43701166	1.03619909502	1.05934343434	1.15362485616	0.855249745158	1.62589194699	1.04624277457	1.08431372549	0.813455657492	1.04769230769	0.894170403587	1.20600414079	1.34008097166	1.53467153285	0.771505376344	1.29984051037	1.14115646259	1.05454545455	1.02005347594	0.910119047619
81	chr1	43701165	44208206	1.06083459025	0.935606060606	1.27387802071	0.805300713558	1.62793068298	1.11213872832	1.04803921569	0.75993883792	1.08	0.741704035874	1.28881987578	0.954453441296	1.51094890511	0.82997311828	0.945773524721	1.31802721088	1.19494949495	1.34090909091	0.805952380952
82	chr1	44208205	44713445	1.18099547511	1.01893939394	0.952819332566	0.585117227319	1.32823649337	1.11445086705	1.30294117647	0.95871559633	1.21076923077	0.958744394619	1.44824016563	0.966599190283	1.25729927007	0.708333333333	1.18899521531	1.15986394558	1.17474747475	1.02807486631	0.857142857143
83	chr1	44713444	45218455	0.894419306184	1.10984848485	1.13981588032	0.850662589195	1.39755351682	1.32832369942	1.16960784314	0.782110091743	1.22615384615	0.919282511211	1.21118012422	1.01214574899	1.04197080292	0.831317204301	0.983253588517	1.27721088435	1.20808080808	0.922459893048	0.783928571429
84	chr1	45218454	45741574	0.990447461036	0.823232323232	1.05523590334	0.816004077472	1.27115188583	1.13930635838	0.912745098039	0.707951070336	0.904615384615	0.739013452915	1.0082815735	0.904858299595	1.04744525547	0.673387096774	1.07814992026	1.14965986395	1.13838383838	1.09759358289	0.722619047619
85	chr1	45741573	46260718	0.945198592257	1.02146464646	0.946490218642	0.678899082569	1.51376146789	0.891329479769	1.03529411765	0.760703363914	0.906153846154	0.874439461883	1.15942028986	1.00809716599	1.1204379562	0.690860215054	0.951355661882	1.08163265306	0.916161616162	0.881016042781	0.807738095238
86	chr1	46260717	46775472	1.32126696833	0.939393939394	1.04660529344	0.987767584098	1.43017329256	1.16994219653	1.04117647059	0.928899082569	0.950769230769	0.862780269058	0.979296066253	1.22672064777	1.41788321168	0.959005376344	1.18500797448	1.2380952381	1.05151515152	1.02807486631	0.84880952381
87	chr1	46775471	47295634	1.18853695324	0.974747474747	1.07192174914	1.34913353721	1.80733944954	1.08786127168	1.18235294118	1.31727828746	1.02769230769	1.28071748879	0.91718426501	0.905870445344	1.79197080292	1.35282258065	1.15390749601	1.00170068027	1.06868686869	1.13368983957	1.21964285714
89	chr1	47883504	48387507	1.16390145802	1.19191919192	1.02243958573	1.41845056065	1.48827726809	1.15838150289	0.961764705882	1.27293577982	1.08307692308	1.31659192825	1.05486542443	0.955465587045	2.34854014599	1.27016129032	1.29027113238	1.43027210884	1.04141414141	1.18449197861	1.24404761905
90	chr1	48387506	48921346	0.950729009553	0.939393939394	1.02128883774	1.00254841998	1.47196738022	0.91098265896	0.864705882353	0.990825688073	1.02769230769	1.20807174888	1.09109730849	1.00303643725	1.59489051095	1.02620967742	0.930622009569	0.880952380952	1.13939393939	0.949197860963	1.01726190476
91	chr1	48921345	49427712	1.02714932127	1.26515151515	1.05063291139	1.26095820591	1.57084607543	1.1289017341	1.14509803922	1.00993883792	1.06769230769	1.0735426009	1.15113871636	1.10425101215	1.76459854015	1.19959677419	1.41786283892	1.54931972789	1.04747474747	1.25267379679	1.1130952381
92	chr1	49427711	49954043	0.997486173957	0.963383838384	0.997123130035	0.870540265036	1.38532110092	1.18034682081	1.03823529412	1.02140672783	1.03230769231	0.960538116592	1.42236024845	1.10728744939	1.79379562044	0.966397849462	1.21212121212	0.971088435374	1.04646464646	1.08957219251	1.0119047619
93	chr1	49954042	50491136	1.2498743087	0.938131313131	1.33256616801	1.00968399592	1.33639143731	1.09248554913	1.00588235294	1.10244648318	1.01076923077	1.10493273543	1.18426501035	1.12550607287	1.67153284672	1.00537634409	1.17703349282	1.07142857143	1.02929292929	0.957219251337	1.02797619048
94	chr1	50491135	50997292	1.05279034691	0.897727272727	1.18527042578	1.04841997961	1.30479102956	1.24797687861	1.17941176471	1.17660550459	1.16	1.07892376682	0.768115942029	1.03238866397	1.67518248175	1.05309139785	1.09170653907	1.28741496599	0.946464646465	1.17245989305	1.10595238095
95	chr1	50997291	51513694	0.920563097034	0.94696969697	0.978711162255	0.925586136595	1.10907237513	0.919075144509	0.859803921569	0.994648318043	0.927692307692	0.937219730942	1.14906832298	1.09210526316	1.51824817518	0.83064516129	1.09011164274	1.1768707483	0.839393939394	0.998663101604	0.8875
96	chr1	51513693	52025579	0.874811463047	0.968434343434	1.03394706559	1.03516819572	1.11722731906	0.894797687861	1.00980392157	1.05351681957	1.09846153846	1.02331838565	0.94099378882	1.01619433198	1.65510948905	1.03427419355	1.18181818182	1.00680272109	1.21414141414	1.01470588235	1.05416666667
97	chr1	52025578	52533904	0.943690296631	0.858585858586	0.92750287687	0.967889908257	0.96126401631	0.937572254335	1.05098039216	0.965596330275	1.12615384615	0.992825112108	1.05072463768	1.02024291498	1.66788321168	0.934139784946	0.976076555024	1.05102040816	1.20202020202	0.874331550802	0.883333333333
98	chr1	52533903	53047635	0.869281045752	0.957070707071	1.00345224396	0.91997961264	1.10091743119	0.950289017341	0.941176470588	0.912844036697	0.76	0.952466367713	0.814699792961	0.868421052632	1.57846715328	1.00940860215	1.08054226475	1.09693877551	0.987878787879	0.911764705882	0.985119047619
99	chr1	53047634	53560558	1.01508295626	0.906565656566	0.987341772152	0.862385321101	1.0254841998	0.846820809249	1.02352941176	0.970183486239	0.896923076923	0.982062780269	1.28881987578	0.939271255061	1.70255474453	1.08803763441	0.916267942584	1.20068027211	0.942424242424	0.949197860963	1.00178571429
100	chr1	53560557	54067192	1.29411764706	0.960858585859	1.15304948216	0.953109072375	1.04077471967	1.14335260116	1.19901960784	1.28822629969	1.19692307692	1.30134529148	1.15217391304	1.06578947368	2.1003649635	1.31115591398	1.39553429027	1.16496598639	1.36767676768	1.1871657754	1.27738095238
101	chr1	54067191	54572849	1.03921568627	1.06691919192	1.18181818182	1.25178389399	1.4505606524	1.1710982659	1.06764705882	1.34785932722	1.20307692308	1.19461883408	1.19875776398	1.17004048583	1.88686131387	1.3938172043	1.37719298246	1.33673469388	1.05151515152	1.3422459893	1.23928571429
